z1,z2,cluster_before,cluster_after
0.5807508826255798,-3.4822371006011963,0,1
0.9792672395706177,-1.3167729377746582,7,2
1.4845417737960815,-2.842106342315674,1,1
1.8099250793457031,-1.4840703010559082,1,2
-0.847095787525177,2.7615597248077393,6,2
1.311379313468933,0.5252289772033691,6,2
-0.8125699162483215,1.1722581386566162,5,6
0.021059388294816017,-1.3732084035873413,4,6
-0.528738796710968,-0.9249197244644165,0,2
1.481405258178711,-3.557981014251709,1,1
0.5451661348342896,-0.3282054364681244,7,4
0.8083612322807312,-4.472720146179199,2,2
-3.454037666320801,0.6620427966117859,7,7
-2.086825132369995,-0.9355548024177551,7,2
1.79257071018219,-1.5045099258422852,1,2
0.7568962574005127,0.0968150645494461,3,3
2.331545352935791,-0.8849380612373352,3,1
0.8305167555809021,1.2858444452285767,6,6
1.2529560327529907,-2.171396255493164,1,0
-2.856027364730835,-5.861881732940674,0,0
-1.2033870220184326,1.9791895151138306,5,5
1.6678035259246826,-0.7797014117240906,6,2
-1.8414226770401,-4.01218843460083,0,0
-0.8751230239868164,-1.5188324451446533,2,2
-1.6786876916885376,-2.696007490158081,7,3
0.4873376488685608,-3.603339195251465,0,2
0.2745065987110138,-4.370412349700928,2,2
-1.8988063335418701,-0.6398932933807373,7,2
1.2508721351623535,0.4593715965747833,1,6
0.7639430165290833,-1.11385977268219,2,3
-2.7838242053985596,2.1080141067504883,5,3
-0.4537002742290497,-1.2733455896377563,0,2
0.3414511978626251,1.267554521560669,0,6
-0.14943163096904755,2.546314239501953,6,5
2.0134716033935547,-5.58626127243042,6,1
-2.337066888809204,-1.6063196659088135,0,0
-1.372916579246521,-1.3699349164962769,2,2
-0.8315111994743347,1.731921672821045,5,5
1.311498999595642,-0.40375450253486633,2,2
-0.6255843639373779,0.7810254096984863,4,6
1.3505492210388184,-0.5156887769699097,7,2
2.063871145248413,-1.0201008319854736,1,0
1.5376983880996704,-2.6104562282562256,3,1
-4.593134880065918,0.5942365527153015,4,7
-1.0744779109954834,-1.0878772735595703,2,2
-1.5973244905471802,-2.5485339164733887,7,2
0.5438346266746521,1.3091397285461426,3,3
2.1790196895599365,-3.991480827331543,2,1
-2.74177885055542,-1.6583458185195923,1,2
0.9669293761253357,-0.7780106067657471,3,0
